restaurant name,locality,feature,review,sentiment
chetana,Fort,thali,The unlimited thali is worth having here with the amazing desserts at the end .,1
chetana,Fort,thali,"Visited many a times to Chetana with friends whenever we carve for typical veg thali lunch.It is serving thali with specialised cuisines of few states like Rajasthan , Gujarat , Maharashtra and classic combo of RajGuj thali.Strongly recommend to go empty stomach to 'Vasulify ' every paisa we spend on thali which is served unlimited ! Hope the management will excuses me for my above tips",-1
chetana,Fort,thali,"Essentially the thali choice gives an “ all you can eat ” spread of amazing and varied dishes , accompanied by various breads",1
chetana,Fort,thali,A great taste of authentic Gujarati thali in Mumbai .,1
chetana,Fort,thali,"For the glory that this thali joint enjoyed in the past , it has been relegated to a poor position",-1
chetana,Fort,thali,I am surprised that restaurants have put a brake on innovation to their menu and have actually reduced the items on the thali .,1
chetana,Fort,thali,I went to Chetana for gorging into their amazing Rajasthani thali for lunch,1
chetana,Fort,thali,"While not on menu , they are happy to serve you Ala-crate from out of their dishes on thali if you so desire .",1
chetana,Fort,thali,"One of the oldest and finest Thali restaurant at South Mumbai.The place is an absolute good choice for vegetarians looking for authentic Indian regional flavours - Gujrati , Rajasthani and more ... The thali is priced between 400-600 and will offer you whole lot of unlimited food right from starters , snacks , to beverages & desserts.Main course consists of an elaborate spread consisting of authentic Indian curries , veggies , plain rice , pulav , khichdi , chutneys , pickles..List seems endless..Please visit with a good appetite , for you might end being full , after only tasting everything served.Ambience is good .",1
chetana,Fort,thali,We ate alacarte but their thali is supposed to be great,1
chetana,Fort,thali,Polite and prompt.Thali was tasty ... but not exiquisitely so.Gujarati thali which we ordered was having some Punjabi stuff.The view is also nice,1
chetana,Fort,thali,The super best part about this is that if there is a particular vegetable that you don ’ t like in which ever thali you have ordered they will replace it with a vegetable from the other options,1
chetana,Fort,thali,Super fast service - which technically is the essence of any thali restaurant,1
chetana,Fort,thali,"Happy to have it as our first thali in IndiaIt is only 5 minutes from Gateway india and taj mahal hotel , if you have time go !",1
chetana,Fort,thali,The thali was delicious and plentiful with many opportunities to refill your plate,1
chetana,Fort,thali,simply great veg thali at its best,1
chetana,Fort,thali,There are many varieties found in thali though the cost is moderate.The staff is always smiling and very helpful,1
chetana,Fort,thali,Recommended for great thali in form of complete meal .,1
chetana,Fort,thali,This is a great place to try vegetarian thalis ! The staff were so friendly and explained the dishes to us,1
chetana,Fort,thali,"This restaurant just opp Jehangir Art Gallery and minutes from CJ Hall and the Museam is great for a Rajasthani thali with welcoming and enthusiastic service.Food quality , taste and variety is also good and there is a health thali available for guests who prefer preps that are mildly spiced with hardly any oil.There is a choice of 2 farsan or appetisers , chapattis or bajra/jowar bhakri , pappad , choice of chutneys ? Veg and fruit salad , 3 vegetable preps that includes dal , rice or khichdi served with dahi kadhi and 2 beverages , jal jeera and Masala buttermilk.Location , ambiance , service and food quality considered it ’ s all top value ! !",1
chetana,Fort,decor,Good decor.Good space between tables.Enjoyable for the price .,1
chetana,Fort,food,"There is a shop selling apparel for women wonderful hand loom ware from artisans of India.They also have a nice vegetarian restaurant serving Gujarati , Rajasthani and Maharashtrian food.We ordered one Gujarati Thali and one Rajasthani Thali",1
chetana,Fort,food,Decor is traditional ethnic and quite nice.The food was delicious,1
chetana,Fort,food,Good and happy food memory for Mumbai .,1
chetana,Fort,food,"Traditional food , outburst of flavours and a rich variety of dishes , was really filled with happiness",1
chetana,Fort,food,"There was an amazing amount of food offered and a good variation of bread , rice and vegetarian dishes",1
chetana,Fort,food,"The surroundings were excellent , food came quickly and attentive waiters ensured we were happy with the service and food on offer",1
chetana,Fort,food,"This restaurant , located round the corner from the Prince of Wales Museum , provides diners with really terrific authentic vegetarian food",1
chetana,Fort,food,"We were greatly assisted by one of the “ senior ” staff who helped us choose our food ( spicey or mild etc ) , good description and even “ how to eat it ” ! ! Very much a little gem",1
chetana,Fort,food,"We got to enjoy a delicious vegetarian meal , where my host gave me some wonderful lessons on Indian culture and food",1
chetana,Fort,food,"Delicious food , great service , excellent value - definitely recommend this for vegetarians and non-vegetarians alike",1
chetana,Fort,food,the service is good and the food excellent..,1
chetana,Fort,food,One can never go wrong with vegetarian food,-1
chetana,Fort,food,The food is always great,1
chetana,Fort,food,"One of the oldest and finest Thali restaurant at South Mumbai.The place is an absolute good choice for vegetarians looking for authentic Indian regional flavours - Gujrati , Rajasthani and more ... The thali is priced between 400-600 and will offer you whole lot of unlimited food right from starters , snacks , to beverages & desserts.Main course consists of an elaborate spread consisting of authentic Indian curries , veggies , plain rice , pulav , khichdi , chutneys , pickles..List seems endless..Please visit with a good appetite , for you might end being full , after only tasting everything served.Ambience is good .",1
chetana,Fort,food,Great food and wonderful ambiance,1
chetana,Fort,food,great food flavor,1
chetana,Fort,food,"I am a regular visitor to the Chetana and I love the food , staff and ambiance.The best part is the staff , very friendly , calm , positive",1
chetana,Fort,food,"Excellent food ? I have been eating lunches here for almost 20 years , and never found the quality swinging",1
chetana,Fort,food,Excellent food and excellent taste and reasonably priced,1
chetana,Fort,food,"Being a Gujarati , i should honestly say that the taste of food found very very good",1
chetana,Fort,food,A great place for authentic food and experience in the heart of Mumbai,1
chetana,Fort,food,"This restaurant just opp Jehangir Art Gallery and minutes from CJ Hall and the Museam is great for a Rajasthani thali with welcoming and enthusiastic service.Food quality , taste and variety is also good and there is a health thali available for guests who prefer preps that are mildly spiced with hardly any oil.There is a choice of 2 farsan or appetisers , chapattis or bajra/jowar bhakri , pappad , choice of chutneys ? Veg and fruit salad , 3 vegetable preps that includes dal , rice or khichdi served with dahi kadhi and 2 beverages , jal jeera and Masala buttermilk.Location , ambiance , service and food quality considered it ’ s all top value ! !",1
chetana,Fort,quality,Visited a vegetarian cheap eats restaurant for lunch today and was totally blown away by the quality and quantity offerred at such a reasonable price,1
chetana,Fort,quality,"Chetna was a great restaurant for traditional Marwari platter , but of late the quality appears to have gone down",1
chetana,Fort,quality,"Excellent food ? I have been eating lunches here for almost 20 years , and never found the quality swinging",1
chetana,Fort,quality,"This restaurant just opp Jehangir Art Gallery and minutes from CJ Hall and the Museam is great for a Rajasthani thali with welcoming and enthusiastic service.Food quality , taste and variety is also good and there is a health thali available for guests who prefer preps that are mildly spiced with hardly any oil.There is a choice of 2 farsan or appetisers , chapattis or bajra/jowar bhakri , pappad , choice of chutneys ? Veg and fruit salad , 3 vegetable preps that includes dal , rice or khichdi served with dahi kadhi and 2 beverages , jal jeera and Masala buttermilk.Location , ambiance , service and food quality considered it ’ s all top value ! !",1
chetana,Fort,service,"We had ordered one of each thali , and loved the service by the efficient staff out there",1
chetana,Fort,service,You can eat just what you want so great for everyone ! The staff were attentive and helpful.Quick service and reasonable price .,1
chetana,Fort,service,"Hehehehe ... .Food is always good with varities of options to pick up from the attentive servers.Our two different Thalis billed at 1,142/- including tax but thankfully no service charges !",1
chetana,Fort,service,"The surroundings were excellent , food came quickly and attentive waiters ensured we were happy with the service and food on offer",1
chetana,Fort,service,"Delicious food , great service , excellent value - definitely recommend this for vegetarians and non-vegetarians alike",1
chetana,Fort,service,the service is good and the food excellent..,1
chetana,Fort,service,The service was quite pathetic with a bunch of lazy servers who were trying to serve phulkas from one end of the table to the other,-1
chetana,Fort,service,"Excellent service , courteous staff , muted ambience- everything one looks for after a tough day- enjoy !",1
chetana,Fort,service,Great service and in a very comfortable place .,1
chetana,Fort,service,The service is quick and the staff is very polite,1
chetana,Fort,service,Maybe we will try it next time.The service was also very good and prompt with courteous staff,1
chetana,Fort,service,We went on a Sunday afternoon for lunch.Though we had booked a table ... .did not seem necessary ... as plenty of vacant tables were there.The service is pretty okay,1
chetana,Fort,service,Super fast service - which technically is the essence of any thali restaurant,1
chetana,Fort,service,Friendly service,1
chetana,Fort,service,"Once seated , the service is super fast and is understandable for the table is to be made available for next guest.Good joint for big eaters as every thing is unlimited .",1
chetana,Fort,service,great location & super service in house,1
chetana,Fort,service,"Excellent service ? The staff get to know their guests , in an unobstrusive yet attentive manner",1
chetana,Fort,service,The preparation was excellent and the service was excellent too,1
chetana,Fort,service,"This restaurant just opp Jehangir Art Gallery and minutes from CJ Hall and the Museam is great for a Rajasthani thali with welcoming and enthusiastic service.Food quality , taste and variety is also good and there is a health thali available for guests who prefer preps that are mildly spiced with hardly any oil.There is a choice of 2 farsan or appetisers , chapattis or bajra/jowar bhakri , pappad , choice of chutneys ? Veg and fruit salad , 3 vegetable preps that includes dal , rice or khichdi served with dahi kadhi and 2 beverages , jal jeera and Masala buttermilk.Location , ambiance , service and food quality considered it ’ s all top value ! !",1
chetana,Fort,service,"So if you are in South mumbai and craving for some Rajasthani Thali / Gujarati Thali / Maharashtrian Thali then this place will keep up to your expectationRajasthani Thali -Slurrp down the awesome Dal Batti with Desi ghee , ker sangari , gatte ki sabzi and lasuni chutney and churma laddoo , rajasthani kadhi and desertthe service is also good and value for money as well ! it easy to locate its opp Kala ghoda near Rhytm house .",1
chetana,Fort,location,great location & super service in house,1
chetana,Fort,location,"Serving the hungry who appreciate a good meal since 1946 , this family owned and family run place , also has a book shop and an art gallery , at a prime location in the commercial heart of Mumbai , the financial capital of India",1
chetana,Fort,location,The location of the restaurant at Kala Ghoda was ideal .,1
chetana,Fort,price,You can eat just what you want so great for everyone ! The staff were attentive and helpful.Quick service and reasonable price .,1
chetana,Fort,price,Visited a vegetarian cheap eats restaurant for lunch today and was totally blown away by the quality and quantity offerred at such a reasonable price,1
chetana,Fort,price,"One of the oldest and finest Thali restaurant at South Mumbai.The place is an absolute good choice for vegetarians looking for authentic Indian regional flavours - Gujrati , Rajasthani and more ... The thali is priced between 400-600 and will offer you whole lot of unlimited food right from starters , snacks , to beverages & desserts.Main course consists of an elaborate spread consisting of authentic Indian curries , veggies , plain rice , pulav , khichdi , chutneys , pickles..List seems endless..Please visit with a good appetite , for you might end being full , after only tasting everything served.Ambience is good .",1
chetana,Fort,price,Good decor.Good space between tables.Enjoyable for the price .,1
chetana,Fort,price,Excellent food and excellent taste and reasonably priced,1
chetana,Fort,ambience,"Excellent service , courteous staff , muted ambience- everything one looks for after a tough day- enjoy !",1
chetana,Fort,ambience,"What makes Chetana special ? A certain quietly efficient ambience ? No guest is rushed , yet , no one comes here to just spend time reading a book while sipping tea or savouring the dessert",-1
chetana,Fort,restaurant,"There is a shop selling apparel for women wonderful hand loom ware from artisans of India.They also have a nice vegetarian restaurant serving Gujarati , Rajasthani and Maharashtrian food.We ordered one Gujarati Thali and one Rajasthani Thali",1
chetana,Fort,restaurant,Very much enjoyed my first taste of Thali at this great vegetarian restaurant,1
chetana,Fort,restaurant,Visited a vegetarian cheap eats restaurant for lunch today and was totally blown away by the quality and quantity offerred at such a reasonable price,1
chetana,Fort,restaurant,"This restaurant , located round the corner from the Prince of Wales Museum , provides diners with really terrific authentic vegetarian food",1
chetana,Fort,restaurant,"I forget its name , but it was excellent.It is only a few blocks away from the Gateway of India , so if you are in that area and looking for a great vegetarian restaurant , definitely look for Chetana .",1
chetana,Fort,restaurant,"Chetna was a great restaurant for traditional Marwari platter , but of late the quality appears to have gone down",1
chetana,Fort,restaurant,However it certainly left a bad taste and we would probably visit this joint only if its the last available restaurant,-1
chetana,Fort,restaurant,I am surprised that restaurants have put a brake on innovation to their menu and have actually reduced the items on the thali .,1
chetana,Fort,restaurant,"One of the oldest and finest Thali restaurant at South Mumbai.The place is an absolute good choice for vegetarians looking for authentic Indian regional flavours - Gujrati , Rajasthani and more ... The thali is priced between 400-600 and will offer you whole lot of unlimited food right from starters , snacks , to beverages & desserts.Main course consists of an elaborate spread consisting of authentic Indian curries , veggies , plain rice , pulav , khichdi , chutneys , pickles..List seems endless..Please visit with a good appetite , for you might end being full , after only tasting everything served.Ambience is good .",1
chetana,Fort,restaurant,The restaurant was also well maintained and it was a good dining experience overall .,1
chetana,Fort,restaurant,Super fast service - which technically is the essence of any thali restaurant,1
chetana,Fort,restaurant,"The word restaurant comes from the concept of being restored : body , mind and energy , after a good meal",1
chetana,Fort,restaurant,The location of the restaurant at Kala Ghoda was ideal .,1
chetana,Fort,restaurant,The ambiance of the restaurant is awesome,1
chetana,Fort,restaurant,"This restaurant just opp Jehangir Art Gallery and minutes from CJ Hall and the Museam is great for a Rajasthani thali with welcoming and enthusiastic service.Food quality , taste and variety is also good and there is a health thali available for guests who prefer preps that are mildly spiced with hardly any oil.There is a choice of 2 farsan or appetisers , chapattis or bajra/jowar bhakri , pappad , choice of chutneys ? Veg and fruit salad , 3 vegetable preps that includes dal , rice or khichdi served with dahi kadhi and 2 beverages , jal jeera and Masala buttermilk.Location , ambiance , service and food quality considered it ’ s all top value ! !",1
chetana,Fort,atmosphere,"Situated close to an art gallery , the place offers a special atmosphere",1
punjab grill,Fort,value,"Went late in the evening for a meal ! Had a great glass of wine with food that was very well prepared and served with good standards ! Great value for money , would go there again without hesitation ! Try it for yourself , the tandoori chicken and butter chicken are great ! Service is also to a good standard and the all round experience there is very enjoyable ! Cant wait till my next trip as I certainly will go here again for a few meals !",1
punjab grill,Fort,food,"Went late in the evening for a meal ! Had a great glass of wine with food that was very well prepared and served with good standards ! Great value for money , would go there again without hesitation ! Try it for yourself , the tandoori chicken and butter chicken are great ! Service is also to a good standard and the all round experience there is very enjoyable ! Cant wait till my next trip as I certainly will go here again for a few meals !",1
punjab grill,Fort,food,"From the planning to the complete execution of the surprise party I planned for my wifes birthday was explicitly and excellently managed and handled by the staff of PUNJAB GRILL Kala Ghoda.The food , drinks , desert etc.were excellent too.Special thanks to Mr.Balvinder Singh Sr.Rest.Manager and Manoj and Rohit for making this a grande success and memorable",1
punjab grill,Fort,food,amazing delicious food calm and cool ambience service was on point and the staff dinesh helped us select signature dishes which were delicious amd bishwanath served us with a smile Must try with family and friends,1
punjab grill,Fort,food,"Lovely restaurant in a great part of town , food was delicious and different from many other restaurants",1
punjab grill,Fort,food,The food was very good and delicious especially the butter chicken also it was a clean restaurant and the service was absolutely amazing the staff members were so friendly and there was a person called rohit he is the best waiter that ever existed because his service is spectacular .,1
punjab grill,Fort,food,Sameer was my Waiter very good food very good service I had the butter chicken which was delicious and the naan bread .,1
punjab grill,Fort,food,Very good waiter sameer and very good food ! Butter chicken was delicious ! The rice was also delicious,1
punjab grill,Fort,food,"excellent food , exquisitely designed and the service is outstanding and friendly waiter is at your service .",1
punjab grill,Fort,food,"The food was very good , ambience was great.Really good service , Sameer there was really nice ! Great service with a personal touch ! Definitely a place to check out for lunch in mumbai .",1
punjab grill,Fort,food,Very tasty food and good quality,1
punjab grill,Fort,food,They tool good care of us and the food was really tasty,1
punjab grill,Fort,food,The food is great,1
punjab grill,Fort,food,"Food was awesome , had the seafood starter which for me took me to food heaven , for mains I ordered the chicken curry which Was delicious to the extent that I was licking the plate .Service , the staff are attentive to your needs and take great care of you .It ’ s a dining experience not to be forgotten .Genuine Good Food .",1
punjab grill,Fort,food,Amazing service given by sameer .too good food and best taste ..if you want to have punjabi this is the place,1
punjab grill,Fort,food,Great food and great place,1
punjab grill,Fort,food,Outstanding service and food recommendations,1
punjab grill,Fort,food,"A good choice for both vegetarian and non vegetarian persons.It seems it has earned several awards too.A good place for food , but mind you do not go at peak hours",1
punjab grill,Fort,food,Amazing authentic food and very hospitable staff,1
punjab grill,Fort,food,"Amazing ambience , good food , the dishes were delicious and the sweet lassi was delectable , nice service by Sameer !",1
punjab grill,Fort,food,"Service was impeccable , great recommendationsHad the lamb cutlets an lobster methi amongst othersBest non street food I have had in Mumbai",1
punjab grill,Fort,food,"There was very Friendly service , the food was delicious with a varied menu and pleasant surroundings .",1
punjab grill,Fort,food,"People who enjoy North Indian , Punjabi food this restaurant is ideal for them",1
punjab grill,Fort,food,"Wow , we had very good service and nice food at Punjab restaurant",1
punjab grill,Fort,food,The food and price is good with quality too,1
punjab grill,Fort,food,"It can be easily spotted , since it is right opposite to Jehangir Art Gallery.As soon as you enter , the first thing one can definitely not miss , are the amazing interiors.They have a huge chandelier inside ! They also have tables upstairs and downstairs.The bar is on the ground level.Coming to the amazing food ! We had their : BEVERAGES-MEETHA PATTA MOJITO-It is a beverage based on beetel leaf ( Paan ) , and also included bits and pieces of paan along with gulkand it in",-1
punjab grill,Fort,food,"Super refreshing and good to have after a heavy meal.The chefs at Punjab Grill really know their food , because each and every dish has been so thoughtfully prepared and served with so much care you can literally see their efforts on your plate.The service was impeccable , fast and efficient.5/5 for them ! Would love to visit again ! Thank you so much for having us !",1
punjab grill,Fort,food,The selections are almost overwhelming as everything sounds really good on the menu and everything we ordered tasted better than the description and we were served just the right amount of food,1
punjab grill,Fort,food,Punjab grill is nice restaurant good ambiance but food is not that good,-1
punjab grill,Fort,food,Food : we went for the veg set menu and food was delicious and large portions,1
punjab grill,Fort,food,True blue Punjabi food,1
punjab grill,Fort,quality,Very tasty food and good quality,1
punjab grill,Fort,quality,The food and price is good with quality too,1
punjab grill,Fort,location,And great location - right in the thick of things at Kalaghoda,1
punjab grill,Fort,location,The location is also good for sight seeing,1
punjab grill,Fort,price,"Average rating on price as I do think it becomes expensive as everything is ordered separately , e.g ... naan , rice , curry etc .",-1
punjab grill,Fort,price,The food and price is good with quality too,1
punjab grill,Fort,ambience,"The ambience was very pleasant , and the waiting staff were attentive , particularly Rohit",1
punjab grill,Fort,ambience,amazing delicious food calm and cool ambience service was on point and the staff dinesh helped us select signature dishes which were delicious amd bishwanath served us with a smile Must try with family and friends,1
punjab grill,Fort,ambience,Great ambience and service too,1
punjab grill,Fort,ambience,"The food was very good , ambience was great.Really good service , Sameer there was really nice ! Great service with a personal touch ! Definitely a place to check out for lunch in mumbai .",1
punjab grill,Fort,ambience,Service if also awesome and soothing ambience .,1
punjab grill,Fort,ambience,"Amazing ambience , good food , the dishes were delicious and the sweet lassi was delectable , nice service by Sameer !",1
punjab grill,Fort,ambience,The ambience is good,1
punjab grill,Fort,service,amazing delicious food calm and cool ambience service was on point and the staff dinesh helped us select signature dishes which were delicious amd bishwanath served us with a smile Must try with family and friends,1
punjab grill,Fort,service,Great ambience and service too,1
punjab grill,Fort,service,"The service was awesome , attentively , fast and very friendly , thank you Raj ! Food was delicious and not spicy ( we asked for it and compared to other restaurants it really was not spicy )",1
punjab grill,Fort,service,The food was very good and delicious especially the butter chicken also it was a clean restaurant and the service was absolutely amazing the staff members were so friendly and there was a person called rohit he is the best waiter that ever existed because his service is spectacular .,1
punjab grill,Fort,service,Sameer was my Waiter very good food very good service I had the butter chicken which was delicious and the naan bread .,1
punjab grill,Fort,service,"excellent food , exquisitely designed and the service is outstanding and friendly waiter is at your service .",1
punjab grill,Fort,service,"a special thank you to waiter Rohit on his amazing service , politeness and incredible personality ...",1
punjab grill,Fort,service,"The food was very good , ambience was great.Really good service , Sameer there was really nice ! Great service with a personal touch ! Definitely a place to check out for lunch in mumbai .",1
punjab grill,Fort,service,Amazing service given by sameer .too good food and best taste ..if you want to have punjabi this is the place,1
punjab grill,Fort,service,Outstanding service and food recommendations,1
punjab grill,Fort,service,The welcome was warm and the service efficient,1
punjab grill,Fort,service,"Amazing ambience , good food , the dishes were delicious and the sweet lassi was delectable , nice service by Sameer !",1
punjab grill,Fort,service,"There was very Friendly service , the food was delicious with a varied menu and pleasant surroundings .",1
punjab grill,Fort,service,The hotel staff management is very good and service is great,1
punjab grill,Fort,service,"Wow , we had very good service and nice food at Punjab restaurant",1
punjab grill,Fort,service,We had a large group and they provided great service,1
punjab grill,Fort,service,"Super refreshing and good to have after a heavy meal.The chefs at Punjab Grill really know their food , because each and every dish has been so thoughtfully prepared and served with so much care you can literally see their efforts on your plate.The service was impeccable , fast and efficient.5/5 for them ! Would love to visit again ! Thank you so much for having us !",1
punjab grill,Fort,service,The staff was very courteous and provided exemplary service,1
punjab grill,Fort,service,"We had a dinner with 5 here and it was great ! Good , proper and quick service",1
punjab grill,Fort,service,super service,1
the pantry cafe,Fort,value,It is great value,1
the pantry cafe,Fort,decor,"The food , decor and service are very good .",1
the pantry cafe,Fort,decor,What a Beautifully decorated and clean cafe ! ! Perfect place to grab a bite away from the chaos of mumbai,1
the pantry cafe,Fort,decor,"The vintage decor and ambience is cute , excellent service and even better food",1
the pantry cafe,Fort,place,"This is me being modest cause I really want to say I hated it.How places get away with great ratings and high footfall with food like this , is something I would never understand.A place I would never ever recommend.The big bad foodie left hungry and angry !",-1
the pantry cafe,Fort,place,Visited this place for brunch and found the food really delicious,1
the pantry cafe,Fort,place,Very good place to visit and nice to hang out with friends and have the best quality and best ambience .,1
the pantry cafe,Fort,place,"This is a good little place for a quick pit stop in the busy Kala Ghoda area of Mumbai , good coffee and homemade , organic food and snacks .",1
the pantry cafe,Fort,place,If you are looking for a healthy food choice this place is something I can recommend,1
the pantry cafe,Fort,place,Very clean eating place with some high octane jazz playing,1
the pantry cafe,Fort,place,Myself and my partner visited here at the beginning of November for breakfast and found this place to be just perfect,1
the pantry cafe,Fort,place,Staff were friendly and helpful and the menu was very good for such a small place,1
the pantry cafe,Fort,place,The place is cool and trendy,1
the pantry cafe,Fort,place,Stumbled across this place on my walk around the area and am pleased that I did,1
the pantry cafe,Fort,place,Wonderful place to escape the busy streets of Bombay,1
the pantry cafe,Fort,place,This was a great place for a nice breakfast,1
the pantry cafe,Fort,place,The pantry is a cool place to hangout with friends,1
the pantry cafe,Fort,place,What a Beautifully decorated and clean cafe ! ! Perfect place to grab a bite away from the chaos of mumbai,1
the pantry cafe,Fort,place,I am so glad I decided to try this place,1
the pantry cafe,Fort,place,"Amidst the chaos outside , this place was a bit of refuge , ac , good food , cozy setting",1
the pantry cafe,Fort,place,"The Pantry which is known for serving healthy food and salads in the vicinity of Kal Ghoda area.To explore the restaurant , myself and my best friend who is good when it comes to food critic , landed at the place for our ‘ healthy ’ lunch today , 10th May 2018.The ambience is nice and pleasant with comfortable seating arrangements",1
the pantry cafe,Fort,place,The place is prett cool,1
the pantry cafe,Fort,place,"First of the place has great ambiance , it is got that cafe-off-old-bistro vibe which is nice",1
the pantry cafe,Fort,place,The taste of peanuts lingers for long.- vegan beetroot coconut cream Ginger soup - very nice and great combination.This place has some amazing food,1
the pantry cafe,Fort,place,pizza it is enjoy this place still not very expensive for the quality best look careful and ask if you need to understand,1
the pantry cafe,Fort,place,"They have interesting variations also like Bhavnagari chicken pao , vegan pizza ( with a cauliflower base to make it gluten free ) .Hands down , one of my fav places",1
the pantry cafe,Fort,food,"It is cosy , less noisy than the diners in the neighborhood , and the food is good",1
the pantry cafe,Fort,food,"The food , decor and service are very good .",1
the pantry cafe,Fort,food,"Atrocious ! Burnt , weird tasting and again , atrocious ! Amongst the three of us we ordered for the Miso Pizza , a Dalal street sandwich , a side order of grilled chicken and the cream cheese cinnamon roll.Without getting into the details of each item , I can easily summarize and say , all of us did not like any of the food",-1
the pantry cafe,Fort,food,"This is me being modest cause I really want to say I hated it.How places get away with great ratings and high footfall with food like this , is something I would never understand.A place I would never ever recommend.The big bad foodie left hungry and angry !",-1
the pantry cafe,Fort,food,"The Ambiance here is really nice , European style cafe if you want a break from Indian foods",1
the pantry cafe,Fort,food,Visited this place for brunch and found the food really delicious,1
the pantry cafe,Fort,food,"This is a good little place for a quick pit stop in the busy Kala Ghoda area of Mumbai , good coffee and homemade , organic food and snacks .",1
the pantry cafe,Fort,food,The Pantry catered an event we were at and the food served was amazing,1
the pantry cafe,Fort,food,If you are looking for a healthy food choice this place is something I can recommend,1
the pantry cafe,Fort,food,"Quaint and cute , the cafe is staffed by friendly servers and serves healthy food made with high-quality ingredients",1
the pantry cafe,Fort,food,The quality of the food was absolutely exceptional and relatively cheap by western standards,1
the pantry cafe,Fort,food,Not being used to heavy food for breakfast ( and also struggling to eat Indian food everyday ) it was great to find The Pantry,1
the pantry cafe,Fort,food,The choices of healthy ( but still yummy ) food is really good.Definitely save space for dessert ! ! and if you are in the area and want to chill with a baked goodie and tea then you can do that here too ...,-1
the pantry cafe,Fort,food,"The vintage decor and ambience is cute , excellent service and even better food",1
the pantry cafe,Fort,food,"Amidst the chaos outside , this place was a bit of refuge , ac , good food , cozy setting",1
the pantry cafe,Fort,food,"The Pantry which is known for serving healthy food and salads in the vicinity of Kal Ghoda area.To explore the restaurant , myself and my best friend who is good when it comes to food critic , landed at the place for our ‘ healthy ’ lunch today , 10th May 2018.The ambience is nice and pleasant with comfortable seating arrangements",1
the pantry cafe,Fort,food,"As for food , we had Thyme Roasted Chicken and Rouge vegetable lasagna which was good in taste but excessive oil in chicken and cheese topping on Lasagna do not justify the concept of ‘ healthy food ’ .Over all it was a good dining experience",-1
the pantry cafe,Fort,food,"The food and beverages are super tasty , and the staff is very kind",1
the pantry cafe,Fort,food,"The food offered on the menu , though smaller in number , speaks volume about the innovative ness and creativity of the management and the chef",1
the pantry cafe,Fort,food,"The food , juice and coffee were all great .",1
the pantry cafe,Fort,food,The food is also really delicious,1
the pantry cafe,Fort,food,"People are really nice in here , food quality not at all compromising and which I like that part a lot",1
the pantry cafe,Fort,food,Tucked away off the main thoroughfare in a lane in Kala Ghoda on the ground level is this CafeVery well done up is this small Cafe Excellent Service A decent Bar Not an elaborate menu but pretty good food Lovely Tea and Coffee and if you have a sweet tooth there are plenty of optionsThis was my second visit and will surely return,-1
the pantry cafe,Fort,food,This restaurant has an adorable feel to it in addition to serving healthy food options with a wonderfully fresh taste ! I had the vegan cheese bowl which was very yummy,1
the pantry cafe,Fort,food,Their fresh squeezed juices are also very foods prices are reasonable & service was good ( by India standards ) z,1
the pantry cafe,Fort,food,The taste of peanuts lingers for long.- vegan beetroot coconut cream Ginger soup - very nice and great combination.This place has some amazing food,1
the pantry cafe,Fort,food,A pleasant surprise ! Delicious vegan-friendly food,1
the pantry cafe,Fort,food,"There are options for everyone - vegans , gluten free people , kids , regular chumps like me.The food is mostly European",1
the pantry cafe,Fort,quality,Very good place to visit and nice to hang out with friends and have the best quality and best ambience .,1
the pantry cafe,Fort,quality,"Quaint and cute , the cafe is staffed by friendly servers and serves healthy food made with high-quality ingredients",1
the pantry cafe,Fort,quality,The quality of the food was absolutely exceptional and relatively cheap by western standards,1
the pantry cafe,Fort,quality,"People are really nice in here , food quality not at all compromising and which I like that part a lot",1
the pantry cafe,Fort,quality,pizza it is enjoy this place still not very expensive for the quality best look careful and ask if you need to understand,1
the pantry cafe,Fort,vibe,Great menu selection with plenty of veggie options & a good vibe,1
the pantry cafe,Fort,vibe,"First of the place has great ambiance , it is got that cafe-off-old-bistro vibe which is nice",1
the pantry cafe,Fort,price,Their fresh squeezed juices are also very foods prices are reasonable & service was good ( by India standards ) z,1
the pantry cafe,Fort,ambience,Very good place to visit and nice to hang out with friends and have the best quality and best ambience .,1
the pantry cafe,Fort,ambience,Nice ambience but ... The waiter got the order wrong and delivered us two 'ad ons ' and not the actual dish itself,-1
the pantry cafe,Fort,ambience,"I had been there with my friends for celebrating my birthday.We ordered garlic bread with cheese , Roast chicken with black noodles , cauliflower base pizza , risotto , waffle.The Garlic bread with cheese was soft as well as crispy made to perfection even after meal just to satisfy our cravings we again order it.Roast chicken with black noodles first time I tried , and it was really good.Cauliflower base veg pizza it was fantastic.Waffle soft and tempting.Nice old ambience.All in all had a good time.Will definitely visit again .",1
the pantry cafe,Fort,ambience,"The vintage decor and ambience is cute , excellent service and even better food",1
the pantry cafe,Fort,ambience,"The Pantry which is known for serving healthy food and salads in the vicinity of Kal Ghoda area.To explore the restaurant , myself and my best friend who is good when it comes to food critic , landed at the place for our ‘ healthy ’ lunch today , 10th May 2018.The ambience is nice and pleasant with comfortable seating arrangements",1
the pantry cafe,Fort,service,"The food , decor and service are very good .",1
the pantry cafe,Fort,service,Nivell athmosphete and good service,1
the pantry cafe,Fort,service,"The vintage decor and ambience is cute , excellent service and even better food",1
the pantry cafe,Fort,service,Server Murli and Namdev deserve special mention for their friendly and courteous service .,1
